SongNumber,SongID,AlbumID,AlbumName,ArtistID,ArtistName,Duration,KeySignature,KeySignatureConfidence,Tempo,TimeSignature,TimeSignatureConfidence,Title
1644,SOWMUUZ12A8C133F2A,72,Talking Drum,ARXOTQH1187FB57084,Chris Brown,0.317,2,0.395,204.064,1,0,Talking Drum (Isea '95)
1645,SOKSVLC12A8AE47DAD,409,Worldwide,ARPV8QO1187B98B77F,DJ Taz,8.0289,4,0,92.012,4,0.754,C.O.G. To The ATL
1646,SOBBSEY12A67ADB9AA,268,Azur et Asmar,AR9ILJF1187B9B80ED,Gabriel Yared,0.3154,6,0.21,79.685,4,0.618,La cl\xc3\xa9 parfum\xc3\xa9e
1647,SOSHWJO12A8C141A67,315,Starless & Bible Black,ARIIUJC122988F51F6,Starless & Bible Black,9.4395,2,0.414,118.66,1,0,Hermione
1648,SOSNZMS12A58A791D0,9,Ronroco,ARM4J201187B9B8B3B,Gustavo A. Santaolalla,6.592,4,0.611,159.502,3,1,La Vuelta
1649,SODNYLM12AB0180D14,350,Split CD,ARZUZYU12086C17110,Widespread Bloodshed,0.9456,10,0.467,174.865,4,0.297,Wepons Of Mass Deception (Album)
1650,SOBIHSR12A8C139F30,978,The Ultimate Collection,AR0RCMP1187FB3F427,Billie Jo Spears,2.3228,0,0.615,174.437,4,0,Lizzie And The Rain Man
1651,SOLUUOH12AB0189769,97,1993-1994 The Demos,ARJNQM51187FB54C55,Smut Peddlers,0.1179,11,0.568,116.837,1,0,Chicken Strips (THE DEMOS version)
1652,SOGCCYM12A8AE4705B,945,Millennium-Tanzparty,ARZWBH21187B99ACE1,G\xc3\xbcnter Noris,1.8,10,0.442,115.937,4,0.479,Was Machst Du Mit Dem Knie_ Lieber Hans?
1653,SORYSKI12AB0184790,412,Der Letzte seiner Art,ARAMCAZ1187B9AB6F5,Afrob feat. Sarah,8.1938,2,0.886,180.327,1,0.538,Gief Konjunkturpaket VI
1654,SOWDDNA12AB0186074,109,The Real Rock,ARNSTES1187FB4FC9B,Shinehead,0.8534,2,0.481,168.935,4,0.748,The Real Rock
1655,SOEHEYS12AB0181F19,762,Rode Hard and Put Away Wet,AR1GYND1187B9A9CD3,Diesel Boy,2.6591,2,0.508,181.748,1,0,Pocket Full Of Stars
1656,SOWNZHB12A6701C776,30,The Marshall Mathers LP,ARTH9041187FB43E1F,Eminem,9.3056,7,0.507,174.69,4,0.849,The Way I Am
1657,SOXATHC12AC909720F,363,Electric Moments,ARJ8ZIQ1187FB3FB5A,Milo,2.3848,11,0.071,85.326,5,0.908,Back Into Business
1658,SOFCHBZ12A8C142084,192,L\xc3\xadricas,ARVLIVA1187B991590,Zeca Baleiro,7.975,9,0.632,86.006,5,0.375,Blues Do Elevador
1659,SOJARRO12AC90756C5,222,Return To The 36 Chambers: The Dirty Version,AR05OJD1187B9B99A6,Ol' Dirty Bastard,1.6289,5,0.002,96.22,4,0.479,Hippa To Da Hoppa [Explicit Version]
1660,SOHQUTZ12AB0185F78,219,Down Among the Deadmen,AR06USW1187FB4EACA,The Lord Weird Slough Feg,6.6052,10,0.028,93.594,3,1,Beast In the Broch
1661,SOBQXJP12A6D4F7587,720,Trax Records: Acid Classics,AR21JFF1187B9A5CBA,Six Brown Brothers,7.9587,4,0,124.487,4,1,Battery Acid
1662,SOWXIQN12AB01862EE,975,Mis Sue\xc3\xb1os feat Norma Castro,ARWHWYH1241B9CCA16,Mario Garcia,8.2885,0,0.697,130.019,4,0,Mis Sue\xc3\xb1os feat Norma Castro
1663,SOYOKOS12AB0181059,755,Guitar Boogie Fever,ARPN0NC1187B991591,Eddie Jones,4.9383,0,0.497,164.52,1,0,Perfidia
1664,SOWDBUH12A8C138B73,91,Hit Parade: The Greatest Hits,ARGEZ5E1187FB56F38,Audio Adrenaline,9.015,4,0.492,87.899,4,0.862,Will Not Fade  (Hit Parade Album Version (new Song))
1665,SOAPQCG12AB017AAAB,974,If You Want it,ARRW6DJ1187FB50A67,Pacha Massive,1.6844,0,0.328,140.025,4,0.579,Just Want To See Ya
1666,SOLMFNE12AB018F807,878,The World According To Gob,ARXR32B1187FB57099,Gob,3.3383,4,0.258,133.986,4,0,No Regrets
1667,SOXBYPK12AB018B86E,545,Joy In The City,AR0NS5Z1187B99AF79,Zuma,6.0044,7,0.339,119.996,4,0.654,Inferior (Late Night Version)
1668,SOZINBT12AB017F5D0,661,Black & White TV With The Sound Turned Low,ARCBZHP11F4C83D8B2,Nick Conolly,7.513,4,0.421,164.698,4,0.026,Pseudoephedrine
1669,SOODPJI12AB0181BD8,409,Hear Globally: A Cumbancha Collection,ARJPRV411A348EFE4B,Rupa & the April Fishes,1.7677,11,0.996,165.971,4,0.53,C'est Moi
1670,SOEPVWS12A6D4FAFC4,,Best Of Strange Cargo,ARZS5VW1187FB567E8,William Orbit,9.1113,1,0.687,98.823,7,0.858,Love My Way
1671,SOHAXFE12A8C13F057,694,Vitamin C,ARNEJAG1187FB41600,Vitamin C,1.0313,2,0.029,96.989,4,0.553,About Last Night (LP Version)
1672,SOMCPKY12AB0184197,904,Live,ARUKN9H1187B9B71C8,The Black Crowes,4.584,7,0.417,119.713,4,0,Girl From A Pawnshop
1673,SOLRGXU12A8C132FD7,473,Woman Across The River (World),ARRT66G1187FB3DDF9,Freddie King,6.0632,11,0.462,135.951,1,0.014,Boogie Man
1674,SONGVVU12AB018719F,501,Show Your Colors,ARDDWUI1187FB379F7,Amoral,8.9415,0,0.589,139.977,4,0,Perfection Design
1675,SOFXFXN12AB01827D6,182,Where The Wild Things Are,AROY6XW1187B991121,Steve Vai,3.2942,4,0.459,147.83,1,0,Angel Food
1676,SOULEZE12A8C134B31,175,Paradise In Me,ARMSL551187FB3F4B0,K's Choice,2.3015,4,0.389,161.456,4,0.28,My Record Company
1677,SOSNZGD12AB0186296,236,Naked Songs Live And Acoustic,ARXPE571187FB4AFD0,Rickie Lee Jones,8.9236,9,0.397,60.757,3,0.844,Coolsville (Live Acoustic Version)
1678,SOKJBKQ12A8C143666,325,The Downward Spiral - Deluxe Edition,ARK9TRQ1187B99C095,Nine Inch Nails,1.9652,10,0.593,133.903,3,0.312,Memorabilia
1679,SOLGZCP12A8C142CD0,980,Tacos Deluxe,ARBFDJW1187B9AD27A,The Fabulous Thunderbirds,2.2036,0,0.123,92.742,7,0.804,I Can't Quit You Baby (Live) [Never Released]
1680,SODNQJO12A6310F970,,80s Triple Set,AR7WGYZ1187FB3CAB0,Wang Chung,4.76,0,0.901,205.245,4,0.498,Dance Hall Days
1681,SOHDMZZ12AB018AC70,351,Smokin' Hits,ARPFKK81187B99878D,Tex Williams,1.0803,9,0.569,142.398,4,1,Smoke! Smoke! Smoke! (That Cigarette)
1682,SOVFDZT12A8C140710,728,Razor,AR6XPWV1187B9ADAEB,Foo Fighters,7.9995,2,0.726,126.986,1,0,Razor
1683,SOLITMH12A58A78F01,781,Insomnia - The Best Of,ARXDQJB1187FB57154,Faithless,2.5236,5,0.354,229.808,4,1,Six
1684,SOHEORL12A6D4F7EF6,50,Dansez Avec Jo Privat,ARQC4R31187B9A0D88,Jo Privat,8.7407,0,0.64,98.681,3,0.948,Sous Les Ponts De Paris (Valse)
1685,SOEIZWQ12A6D4F8E21,73,The Age Of Style - Hits of the 30s,ARFQ3191187B98AD2E,Marion Harris,3.3954,10,0.884,128.601,1,0.278,Would You Like To Take A Walk?
1686,SOXKNIV12A8C132248,571,50 Reasons To Love Paris,AROVSYC119B3403921,Gus Viseur,8.9399,8,0.411,206.454,4,0.148,Le Bal Du P'tit Jardin
1687,SOLWWCO12A58A77015,25,Lost and Found,AROUOZZ1187B9ABE51,Willie Bobo,6.4436,1,0.587,147.055,1,0,A Little Tear
1688,SOVLDMX12A8C141DB5,984,The Predator (World) (Explicit),AROSI8L1187B9ACD43,Ice Cube,6.0354,0,0.681,95.684,4,0.566,When Will They Shoot? (Explicit)
1689,SOWCEQL12AF729E70C,909,Portrait,ARWPYQI1187FB4D55A,Rick Astley,4.5546,7,0.046,86.971,4,0.441,Close To You
1690,SOFKTPP12A8C1385CA,114,Made In The Dark,ARWA8AH1187FB3FC84,Hot Chip,1.1783,7,0.455,134.5,4,0.477,Hold On
1691,SONWURF12A8C134ABD,973,Pass In Review,ARPMJGA11F4C83BDFE,US Coast Guard Band,7.9342,0,0.344,115.449,4,0.529,Independentia
1692,SOWHSFS12AB0183B7D,223,My So Called Knife,AR7KQQ91187B98ED7A,Lollipop Lust Kill,5.6126,10,0.058,153.211,7,0,Bury You
1693,SOORSEW12A8C1375CB,62,Universe One,ARBXBQR1187FB56FA5,Bill Douglas,1.952,5,0.29,138.213,4,0,Highland
1694,SONPKNE12AB0180390,970,Vasos Vacios,ARL3VGT1187FB40E8E,Los Fabulosos Cadillacs,3.7889,4,0.285,193.575,1,0,Matador
1695,SOBOPBU12AB0180EBE,196,Georges Brassens: Le si\xc3\xa8cle d'or,ARLV8S31187B988B71,Georges Brassens,5.2517,4,0.16,59.983,4,0.18,Colombine
1696,SOKQZYR12AB0182223,398,Bloomfield-A Retrospective,ARFONSP11F50C4D175,Michael Bloomfield,0.5954,4,0.818,153.086,4,0.675,You're Killing My Love
1697,SOLTYUO12A8AE4758A,517,Daybreak,ARJ5DZC1187B99FBDA,Chariots,2.6901,2,0.597,98.085,7,0.741,Ghosts
1698,SOPOHPD12AB017F153,211,Live At El Sol,ARGBR4I1187B99D073,Mudhoney,1.8787,4,0.535,152.457,4,0.143,It Is Us
1699,SOJITMV12A6D4F7A00,16,The Best Of,ARDV4XV1187FB5A3F4,Apache Indian,3.1881,8,0.377,95.986,4,0.715,Badd Indian
1700,SOPMEON12A81C1FDB9,196,Lumipallo,AR8WVQY1187FB3FA10,J. Karjalainen & Mustat Lasit,3.1113,2,0.826,94.18,4,0.767,Keinu Kanssani (2003 Digital Remaster)
1701,SOAAHZS12A8C143A21,630,Viimeiseen pisaraan,ARV69FI1187B9AA14F,Kari Tapio,4.757,5,0.387,103.244,4,1,Rakkauden veteraani
1702,SOGHNTC12AB0188168,392,Cabretta,AR4NREB1187B9AEDAC,Mink DeVille,6.0338,9,0.12,109.057,4,0,She's So Tough
1703,SONQOIL12A6D4F4D47,63,Beavis and Butt-Head Do America,ARFZSPU1187B9B5BA9,John Frizzell,8.8517,7,0.096,176.756,4,0.617,DEFCON 4
1704,SOTZYEK12AC468911E,687,Lian Ren Chuang Shi Ji,AR9E43L1187FB566FA,Steve Chou,4.935,7,0.599,66.931,4,0.457,Wo Men De Fei Leng Cui
1705,SOKTTAS12AB0182418,678,Stories From The Heart,ARTCO131187B9B9ADB,Bob Carlisle,6.1644,0,0.325,141.379,4,0.668,Somewhere
1706,SONXDIC12A8C1377FE,747,Cantara,ARZPDMU12086C15872,Cantara,6.5889,4,0.775,139.963,3,0.302,Ubi Caritas
1707,SORGVTY12AB018349A,61,Ragnarock,ARO3SS31187FB3729C,GWAR,1.7987,8,0.01,200.199,4,0.318,Surf of Syn
1708,SOCNCAD12AB0187375,180,Mongo Returns!,AR1N6N61187FB4E25E,Mongo Santamaria,6.7064,5,0.445,175.613,1,0,Hush
1709,SOBNOBG12A6D4FB54B,33,Love Letters,ARPPURC1187B990FB7,Bert Kaempfert And His Orchestra,5.6158,4,0.515,111.868,1,0,Let's Go Home
1710,SOBVMXR12A58A7AE67,329,Norma,ARYWZLP1187FB4F7D3,Vincenzo Bellini,4.6101,10,0.248,117.772,5,0.811,Bellini: Norma: Vanne_ e li cela entrambi
1711,SOFSRSS12A8C13B685,872,Inside Ronnie Milsap,ARGIABO1187FB4B3B5,Ronnie Milsap,2.7032,2,0.795,69.704,1,0,Wrong End Of The Rainbow
1712,SOMYTZI12AB0185326,524,Christmas On The Range,ARQGYP71187FB44566,Jimmy Wakely,9.24,0,0.803,114.028,3,0.664,If Santa Claus Could Bring You Back To Me
1713,SOGTVGQ12A8C13952B,842,You Are! Remix Box,ARM86R71187FB4CBB4,Christian Quast,9.913,1,0.342,124.988,4,0.958,You Are!
1714,SOJEWUE12A8C1437CD,736,The Strathspey King,AR8ZTV41187FB3F311,James Scott Skinner,9.237,2,1,152.363,4,0.087,Mrs Scott Skinner / Mackenzie Hay / The Devil's Elbow
1715,SOZDOYP12A8C13ABDF,219,Shiva Technology,AREEJJK1187FB56DC7,Evolution,6.2183,6,0.252,137.971,4,0.753,Peyote
1716,SOFJEAL12A8C13E4C5,671,What's in a number EP,AR1AIC51187B98C03F,Theodor Zox,3.175,10,0.334,125.009,4,0.91,What's in a number & Feed me lies remixes
1717,SOPNINI12A58A7E304,601,So Cal Drunks,AR8YV0M1187B99F3E8,Mix Mob,0.032,1,0,161.26,3,0.645,Intro: The Dragon
1718,SOIZDTU12AB01840C5,889,Voracious Love,ARQZY2A1187B9B7604,Erja Lyytinen,1.8036,7,1,91.76,4,0.774,Soul Of A Man
1719,SOLUABP12AF72A2CD2,661,Prolonging the Magic,ARQRQRA12131B4B5A8,Cake,0.0762,2,0.179,189.616,4,0.461,Alpha Beta Parking Lot
1720,SOCKCXC12A6D4FD052,813,The Anatomy Of,AR7GUNF1187B990CCF,Between The Buried And Me,5.1195,6,0.491,126.773,4,0.57,Geek USA (Album Version)
1721,SOKHDOO12AB01825E3,70,Siempre Es Hoy/Reversiones,AR189B91187B9B8D9C,Gustavo Cerati,7.6877,6,0.102,94.009,4,0.747,Amo Dejarte Asi
1722,SOGEONB12A8C1429C7,401,Derni\xc3\xa8re Chance d'\xc3\xaatre disque d'or (Edition Sp\xc3\xa9ciale: nouvel album + best of 5 titres),ARRPFCU1187FB5402E,Oldelaf et Monsieur D,6.9334,2,0.202,145.323,4,0.692,La f\xc3\xaate \xc3\xa0 la prison
1723,SORMDIB12AB018C316,144,The Exponential Truth,ARETCTY1187FB4C033,LORE,3.0787,0,0.515,135.599,3,0.559,Pluvialus
1724,SOGOBGK12AF72A633B,3,Stomping Ground,AR8ZQ9T1187FB56FE5,Goldfinger,4.2509,7,0.414,168.459,4,0.382,Forgiveness
1725,SOWABTJ12AB0182291,733,Blister Pop,ARP6RUO1187FB3F1CF,The Embarrassment,0.7587,4,0.694,186.501,1,0.075,Song For Val
1726,SODPOUC12AB01890EF,483,The Way To Do It,ARF1FZV1187B98C928,Tiny Bradshaw,5.3546,5,0.028,153.3,4,1,The Train Kept A Rollin
1727,SOCISCT12AB0180021,670,Les Increvable N2,ARD7U0O1187FB5531A,Andr\xc3\xa9 Verchuren,0.187,7,0.804,137.192,1,0,Aviatic
1728,SOQNZJZ12AB01823AE,775,Die besten Tage sind gez\xc3\xa4hlt,AR2P71H1187B9B8C00,Kool Savas,0.9489,6,0.084,117.996,5,1,Keiner au\xc3\x9fer uns
1729,SOKVBXA12A6D4F89AF,48,Love in the First,ARFF1MH1187B999687,Latif,5.142,9,0.524,78.588,3,1,Luv In the First
1730,SOAGJGA12A6D4F980C,59,Flying Cowboys,ARXPE571187FB4AFD0,Rickie Lee Jones,1.5783,7,0.559,189.524,4,0,Love Is Gonna Bring Us Back Alive
1731,SOKPCQK12A8C14038A,840,The Complete Blue Horizon Sessions,AR243ZT1187B9A98D2,Otis Spann,1.2436,7,0.946,86.296,4,0,Can't Do Me No Good
1732,SOCEZZL12A81C23CD9,582,The Sand Pebbles,ARM0RY81187B9AF248,Jerry Goldsmith,9.142,1,0.78,138.308,4,0.298,Main Title
1733,SOGQWRF12AB0185E0B,396,Vinicio,ARDKBQO1242077E25E,Matteo Bonfanti e i maledetti,9.24,2,0.815,186.549,4,0.636,Plaza de Mayo
1734,SOBCJVI12A8C14220B,647,Chithi Lae ke Kabootar Ja,ARBY23A1187B9A82E4,Naseebo Lal,0.8126,0,0.574,64.033,3,0.66,Dil Naheen Lagda
1735,SOBJLED12A8C14108C,1,Killer,ARAIABB1187B9AC6E2,Seal,9.7448,4,0.378,187.566,4,0.57,Whirlpool [Live]
1736,SOBHZOV12AF729E943,61,Five Man Acoustical Jam,ARYKCQI1187FB3B18F,Tesla,0.6607,7,0.851,161.47,4,0.261,The Way It Is
1737,SOMGNAS12A6D4FA805,48,Swing To The Right,ARHBWOZ1187FB3FD53,Utopia,8.7113,9,0,150.209,1,0.112,The Up
1738,SOMFNPC12A8C13E5FE,764,Reprise Des N\xc3\xa9gociations,AROGAPH1187B98CF9C,B\xc3\xa9nabar,8.9432,4,0.438,134.552,4,0.359,Tu Peux Compter Sur Moi
1739,SOYCPUY12AB018CE4D,160,Perlen...,ARE08BN1187B98FCA3,Der Plan,3.6305,7,0.591,146.143,3,0.493,Frisch Verliebt
1740,SODJUSQ12A8AE486C6,899,Revenge,ARDGB6U1187FB3AD07,Eurythmics,9.9489,5,0.412,124.973,4,0.177,Missionary Man
1741,SOUGQQJ12AC46884C2,633,Maurice Larcange Au Zenith,AR6W9T51187B9A8B8E,Maurice Larcange,1.8117,7,0.801,242.393,4,0,La feria de San Cristobal (Live)
1742,SORLLRN12A58A7F1EE,735,Dangerously In Love,AR65K7A1187FB4DAA4,Beyonc\xc3\xa9,0.2052,5,0.041,149.913,4,1,Be With You
1743,SOEVQPU12A6D4FCC09,814,War Of Aggression,AR8PL5L1187FB37A10,A Perfect Murder,2.2395,4,0,146.013,1,0.075,Within (Album Version)
1744,SOJCIPT12AB0181305,184,Heartland,ARI648V1187B9B5379,Michael Stanley Band,8.4093,9,0.527,150.799,4,0,Don't Stop The Music
1745,SOBKWVC12A8C13F95C,307,True Chillout (3CD set),AR0N0DX1187FB41327,Talvin Singh,0.432,10,0.642,106.58,1,0.599,Traveller
1746,SOQBAMF12A58A80B7E,400,Solomon Vol. 2,AR323JD1187FB483D0,Solomon,0.12,10,0.947,137.387,4,1,25 Variations And Fugue On A Theme By G.F. Handel For Piano_ Op. 24: Aria
1747,SOYUCBW12AB0189C9A,813,Superstar Dog,ARKHMZB1187B998670,Curtis,6.5154,11,0.561,127.874,4,0.384,Superstar Dog
1748,SORYCLC12A582A293D,383,Shock To The System,ARGRMG41187B99AB1E,Toby Emerson,7.4264,9,0.106,131.045,4,0,Rapture (Toby Emerson Dub) (Toby Emerson Dub)
1749,SOEQGVM12A8C132AB5,463,Made In Japan,AR3Q86S1187B9ADDCF,Deep Forest,1.0607,1,0.736,133.392,3,0.775,Madazulu
1750,SOBPURV12A81C2286A,918,Tampa Red Vol. 10 1938-1939,AR576O51187B990C30,Tampa Red,9.9783,10,0.47,93.443,1,0,If I Had Known
1751,SOZPBWN12A58A7C3C4,476,The Big Dirty,ARCP94M1187B9B0F56,Every Time I Die,8.9236,9,0.489,95.611,4,0.335,Depressionista
1752,SOMRGMY12A6D4F93A8,13,Lifer,ARJ7VKJ1187B98BA4B,Lifer,8.6232,5,0.056,104.587,4,0.711,Boring
1753,SOSFKCZ12AF72A3C24,69,Rock For Light,AR7Y6JX1187FB4D9B3,Bad Brains,9.7187,5,0.865,127.191,1,0,Riot Squad (1991 Digital Remaster)
1754,SOBDZUW12A8C13ED88,98,The Dee Jays / Baby Talk - Best of,ARBIXZL12086C11573,The Dee Jays,5.1081,5,0.725,118.355,4,0.364,In The Midnight Hour
1755,SOHHVXI12A6D4F69E3,46,Diamond,ARDIP5S1187FB57056,Diamond D,0.793,1,0.521,146.852,3,0.347,Intro
1756,SOUFZNH12A8C13F572,341,The Rhythm Of The Night,ARNVCZC1187B9934F5,Corona,1.4917,7,0.313,131.981,4,0.234,I Gotta Keep Dancing
1757,SOFAQLG12A8C13AC04,598,Icky Thump,AR8V1WA1187B9AD9E9,The White Stripes,4.5987,7,0.791,131.279,4,0.943,I\x19m Slowly Turning Into You
1758,SOOKDUJ12AB018BB67,914,2Fresh - Get It Started,ARGFOAI1269FB3852B,2Fresh,1.2436,8,0.548,85.322,3,1,Get It Started
1759,SOSLCNE12AB018566F,535,African Grooves Vol.26,ARK3KQ41187B9A64F0,Ndala Kasheba,4.197,7,0.968,120.039,4,0.686,Marashi Ya Pemba
1760,SOLPNNU12A8C13CA04,39,A Pretty Gal's Love,ARPEJMN11F4C84080E,New Roanoke Jug Band,6.6705,7,1,117.269,4,1,Cold Icy Floor
1761,SOFUWDG12A8C142F6D,762,Lookin' For A Change,ARY1K701187B9A43A9,Joe McBride,1.1342,3,0.338,93.331,5,0.626,This Is How A Heart Breaks
1762,SONJXBM12A8C13C358,213,My Favorite Place,ARC28SN1187B989049,Greater Vision,2.68,5,0.526,129.493,4,0.423,Heaven's Hero (Featuring Champion Of Love)
1763,SOOTRFL12A6D4F5428,9,Sag Ihnen Bescheid,AR5BLB01187FB57E99,Headliners,6.8942,9,0.712,160.158,4,0.835,Sag Ihnen Bescheid
1764,SOVZVNF12A67ADA382,11,Lover Girl,ART5IUL1187B9B0143,Lady Saw,0.5301,11,0.77,97.004,4,0.78,Bare As You Dare
1765,SOHJRZY12A63110838,,La Folie,ARYECDK1187FB45587,The Stranglers,7.9652,4,0.646,107.657,1,0,It Only Takes Two To Tango
1766,SOQTSEB12AB01884A0,586,Smooth Jazz Journey - Third Edition,ARHDHOX122988F500E,Hot Club Of Detroit,9.9685,4,0.629,110.19,4,1,Night Time
1767,SOCNGFJ12A6D4F6DFD,62,Tales Don't Tell Themselves,AROBHK51187B9AD82B,Funeral For A Friend,1.1456,8,0.847,105.324,4,0.377,Crash And Burn [Home Demo]
1768,SOESUUA12A58A7BA05,56,Later That Day...,AR0JPOG1187FB37383,Lyrics Born,0.3848,1,0,85.012,4,0.189,Bad Dreams
1769,SOHLRVJ12A8C13A9A2,478,Life Won't Wait,ARF84A41187B9A34E7,Rancid,3.4754,8,0.346,190.922,3,0.167,Black Lung (Album Version)
1770,SOJRJDG12AF72A7B93,276,Ladies And Gentlemen... The Best Of George Michael,ARAKARO1187B9A1EB6,George Michael,1.3383,10,0.965,127.844,4,0.675,Praying For Time
1771,SOBWIWM12A8C13BA6D,341,20 Suosikkia / Karjalan Marjaana,ARVJSJY1250940FA2B,Tulipunaruusut,9.3448,7,0.326,118.577,4,0,Ilta Oulunjoella
1772,SOTNNLV12A8C1344BF,725,The Essential Stevie Ray Vaughan And Double Trouble,AR32ETX1187B9A792F,The Vaughan Brothers;Stevie Ray Vaughan;Jimmy Vaughan,8.4828,8,0.588,117.947,4,1,Telephone Song
1773,SOZIGEW12AB0183C28,81,Babe Ruth,ARX14WH1187FB50649,Babe Ruth,5.1652,4,0.471,111.315,4,0,Dancer (2007 Digital Remaster)
1774,SOHCBTN12A8C134568,185,Live,ARGIABO1187FB4B3B5,Ronnie Milsap,1.3791,7,0,112.88,4,0.375,Don't You Know How Much I Love You
1775,SOCVAQV12A8C13627A,14,Wangetti,ARYKXSD1187B9A4DAD,David Hudson,0.5628,10,0.726,166.989,4,0.439,Monkey & Turtle
1776,SOMCIIM12A8AE49622,144,Time Machine,ARNZ70R1187B9A4824,Joe Satriani,9.6028,4,0.467,100.171,3,0.499,Echo
1777,SOHJYGD12A8C13CF7F,3,Stomping Ground,AR8ZQ9T1187FB56FE5,Goldfinger,8.4958,7,0.394,185.409,4,0.225,I'm Down
1778,SOXVMXO12A8C13EAFA,341,None But The Lonely Heart,ARA82JG1187FB36131,Charlie Haden & Chris Anderson,2.2117,2,0.156,115.007,4,0.578,Alone Together
1779,SOIRHHH12AB01807F0,635,Wanita,ARUW6HS1187FB3F028,Rokia Traor\xc3\xa9,0.5056,7,0.339,96.311,4,0.484,Ch\xc3\xa2teau de sable
1780,SOCPWZF12A8C1359F0,766,Descarga Espectacular,ARHEQ501187FB4F898,Fruko Y Sus Tesos,9.0509,0,0.534,140.462,4,0.369,El Ausente/ El Preso/ El Caminante/ Tania
1781,SOAWTOB12AAA15DA18,144,Live At Wacken Open Air 2006 - A Night Of Emperial Wrath,ARYPWUK1187B98ACED,Emperor,8.9693,11,0.219,162.733,4,0.664,With Strength I Burn
1782,SOIHJSD12A6701EB04,63,Use Your Illusion II,ARM7EDF1187B9B3FA1,Guns N' Roses,4.8779,1,0.63,118.101,4,0.596,Locomotive (Complicity)
1783,SOAKDML12AB018208C,334,X Communication : Trilogy II,ARDPTGD1187B9AD361,Brand X,2.597,6,0.789,71.608,1,0.216,Zero Db (drum solo by Frank Katz)
1784,SOJKLCP12AB0183BA1,60,Trace My Track,ARKN6D91187B9B09A2,Speaker,8.2901,9,0.438,131.968,4,0.565,Joking
1785,SOMSHEH12AB017BA1F,120,Poolside : Mykonos,ARALUOY122988FD079,Christos Kedras,1.6452,0,0.489,119.331,4,0.67,Water Blazz (Chill House mix)
1786,SONJFLA12AB018BB67,789,Lagian Ne Maujan,AR1ZHYZ1187FB3C717,Faiz Ali Faiz,9.6991,3,0,141.231,3,0.017,Lagian ne maujan
1787,SOMLAJJ12A8C138EAC,211,Home For The Holidays,ARTF2KG1187B98DDD1,Gold City,5.0934,7,0.627,194.028,4,0.406,What Child Is This?
1788,SOMLFVN12A8C136135,86,San Juan Suite/San Juan Suite II: Narada Classics,ARTK5LU1187B9A654C,Michael Gettel,0.9709,7,0.369,101.529,4,0.406,Safe Passage
1789,SOBCTDP12A6D4F7602,20,The Stooges [Deluxe Edition],ARLR9U31187B9A71AD,The Stooges,9.6648,11,0.755,148.458,5,0.444,Not Right (Remastered LP Version)
1790,SOXAOIN12A8C138D34,701,Greatest Hits,ARR5CEB1187FB5A3FF,Restless Heart,0.4681,9,0.568,114.382,4,0,That Rock Won't Roll
1791,SOAGRCT12AAF3B5E13,424,Match Box Blues,AR6DGPH1187B998587,David Evans,0.566,7,0.221,86.201,4,0,Prison Bound Blues
1792,SOYTIQH12AB0181485,714,Play Cool,ARRTP2G1187B9AF916,Will Pan,5.8591,8,0.265,121.988,4,0.769,Shuo Ni Ai Wo
1793,SOIGNJY12A8C13AE1A,530,Wake The Sleeper,AR87K371187FB5AA8E,Uriah Heep,2.8452,4,0.309,127.962,3,0.161,Wake The Sleeper
1794,SOWRBWU12A8C13969D,541,Fantasie [Deluxe Edition],AR6896B1187B98FADA,Paso Doble,7.8362,0,0.569,115.633,4,1,Fantasie (Extended Version)
1795,SODIRMS12A8C140C52,162,Carrier Track,ARSBZSV1187B989B86,Stress Assassin,9.5375,0,0,163.725,7,0.365,EU A4
1796,SOAZRCH12AB017A84D,416,The Reckoning,ART1R9I1187B9B3324,Margaret Becker,1.0411,9,0.757,149.916,4,0.411,Start The Fire
1797,SOZFHFF12A6701E914,5,En las cosas del amor...,AR7BODP1187B9B7766,Abracadabra,4.9007,11,0.491,164.192,4,0.751,Te estoy saboreando
1798,SOAHFGP12A6D4FB62E,39,Chicago R&B [Parrot R&B],ARCYJTW11F4C840F74,Orchids,5.9864,10,0,101.485,3,1,You Said You Loved Me
1799,SOQRFVZ12A8C13A4C6,994,Modelo Para Armar,ARJRQL51187FB541AB,Juan Carlos Baglietto,0.9954,2,0.689,100.855,4,1,Salzanitos
1800,SOCDZMU12A8C13C256,875,Bully,ARF1PSM1187B9B802A,Sugarbomb,9.7415,2,0.367,139.778,4,0.701,Gone
1801,SOAGRTC12AC468B954,5,Strictly The Best Vol. 15,ARMPQIE1187FB3D4EB,Bounty Killer,7.552,1,0.577,114.272,5,1,Ask Fi War
1802,SOKNFFM12A81C216F3,39,Gaia II,AR7ZI7Z1187B98BF55,Mago de Oz,0.68,2,0.184,110.255,5,0.679,Desde mi cielo
1803,SORVXFP12A81C22116,92,Vis\xc3\xa3o Futur\xc3\xadstica Do Passado,ARTP2PK1187B98FECA,Quinteto Violado,2.4746,2,0.381,161.518,4,0.475,Olha Pro Ceu
1804,SOFMQDK12AF729D3C8,779,Cuban Ballerina,ARATR0U1187B9B76D0,Dead To Me,5.5538,4,0.518,201.123,4,0,Don't Lie
1805,SOKEBYL12A6D4F6FBF,45,Heroes And Villains,ARYYTAY1187B9B5F9D,Paloalto,9.593,4,0.725,152,4,1,Seed
